title,body,date
一年中かまくら体験。,横手の中心部にある、横手市観光協会の建物。特徴は名前の通りかまくらを体験できること。館内の保冷室の中にはかまくらがあり、季節を問わずかまくらを体験することができます。館内にはお土産店もあり、横手駅と並んで横手土産を買うことができる場所です。またかまくら祭り期間中は、かまくらを臨時バスの発着場ともなります。,2015-02-01 
世代を超えた交流の,ＪＲ秋田駅西出入口から西へ広小路通りを約1km徒歩15分ほど、平成24年7月再開発エリアに建てられた多目的ホール文化交流施設です。久保田城跡のある千秋公園の向かい側、病院の跡地に建てられ、県立美術館と駐車場とグルメレストラン等が入るなかいちに隣接していて県民が世代を超えた文化交流の拠点として賑わいを見せている注目のスポットです。,2015-05-01 
広くて明るい雰囲気,少し広めのコンフォートダブルというカテゴリーのお部屋を利用しました。ビジネスホテルにしては明るく清潔な印象で使いやすいお部屋でした。朝食はそれなりに満足できるレベルで、無料にして十分といった印象です。フロントの方達の気持ちのいい接が好印象でした。,2013-08-01 
早くから営業している。,早朝に秋田に入り、真っ先に角館の武家屋敷へ。何も食べずに移動したので、9時から開店しているこのお店は有難かったです。テレビでも紹介されているようで、比内地鶏の親子丼と稲庭うどんのセットを頼みました。稲庭うどんのゴマだれの美味しさに感動です。,2015-09-01 
大曲のお土産を買うなら,大曲のお土産を買うのであればここのお店はとても便利だと思います。駅のすぐ前でよく目立ち、花火の町大曲をアピールするような花火関連の万寿などがたくさんあるからです。大曲の花火の日は夜12時近くまでお店が空いていましたよ。,2012-08-01 
現在は平仮名の市名となりましたが・・・,仁賀保といえば、やはりこの字を連想することになりますが、実は最近の町村合併によりこの辺りはにかほ市になりました。確かに平仮名表記はわかりやすいとは思うのですが、やはりこの馴染みの漢字の方がしっくりくるイメージがありますね。尚、風景としてはこの駅付近から海上には男鹿半島が島のように望むことができるようになります,2012-10-01 
人工ですがラジウム温泉もあります,いろんなホテルを巡ると、いろんなものが見えます。そのうちホテルの本でも出しますか。大館に2件あるうちの一軒です。飲食店街中心地に立地しています。近くに郷土料理の店も多く、飲んべいはこっちのホテルがいいかも。人工ですがラジウム温泉もあります。癒されます。無料の朝食も飲んべいにはこの位がちょうどいいです。ルートインはどこも悪からず良からずで、はずれがないのがいいです。ポンタポイントもつくし。,2015-06-01 
ゆで卵がおすすめ,大湯に向かう途中で、温泉に入りました。昔なつかしい温泉宿の雰囲気、旅館と自炊がありました。温泉は箱蒸し風呂、泡風呂、泥湯、打たせ湯等さまざまな温泉が楽しめます。急ぐ人は、無料の足湯を利用すると良いと思います。疲れが取れます。温泉で作ったゆで卵が売店で売っています。美味しかったです。,2011-08-01 
繁華街にあるホテル,秋田市の繁華街である川反の中心にあり、立地はとても良かったです。秋田駅からは、歩いても２０分ほで着きますが、タクシーを使ったほうが無難だと思います。客室は十分な広さがありました。朝食は付けない素泊まりでしたが、周りに食べるところがたくさんあったので良かったです。,2014-02-01 
ふじわら,横手駅から徒歩５分程度でした。こじんまりとしたお店で、テーブルが４つのみで、昭和の香りが残る雰囲気のお店でした。メニューは、肉入りか否か、サイズは大中小の中から選ぶだけという、シンプルな構成。出てきた焼きそばは、たまごで焼きそばが隠れるんじゃないかというぐらいのビジュアルでしたが、ソースがくどくなくとても美味しかったです。,2014-09-01 
大型の道の駅です,温泉施設もある大型の道の駅です。足湯や展望台などもあり、わざわざ立ち寄ってみる価値ありです。レストランや土産店も規模が大きく、また別棟には、露店形式の野菜、果物、魚介類の店もあります。フードコート的な要素もあり、牡蠣や肉類の串揚げなんかのテイクアウトもできました。,2015-08-01 
樺細工の実演も見られる、樺細工絵画は一見の価値あり,武家屋敷の中心に位置しており、桜の季節は一番の賑わい。入口はいくつかあるが、やはり立派な正門からが一番、私達が訪れた時（6月）はお昼時で、樺細工の実演は休憩中。残念だったが、上の階で見られる樺細工の大きな絵画は素晴らしく、これは一見の価値がある。もちろん額装も樺細工でとても精巧な作りである。,2013-06-01 
男鹿半島が一望できます,車で山を登っていきます。事前に知識がなかったので何故木が生えてないのだろうと思いながら車を進めてましたが火山の噴火による溶岩で構成されているからなんですね。男鹿半島から八郎潟まで見渡せて最高にいい空気を吸えました。,2013-09-01 
山ぶどうを使ったゼリー状のお菓子「さなづら」は是非！,角館だけではないようですが、秋田県ではこの「さなづら」という銘菓が結構有名なようで、旧角館町域では店名にもさなづらを冠しているこちらのお店での購入が一番お勧めです。「さなづら」は簡単に言ってしまえば、山ぶどうの濃縮果汁を薄っぺらく固めて作ったゼリーのようなお菓子で、甘酸っぱい濃厚な味でちょっとワインを彷彿とさせてくれる、和菓子と呼ぶにはちょっと異色な感じのスイーツです。一枚95円でバラ売りもしていたので、私は話の種に一枚だけ購入しましたが、正直もっと食べたくなる、とても美味しいお菓子でした。,2016-03-01 
日本の道百選にも選定されている素晴らしい通りです,角館観光のハイライトといえるのは、やはりこの通りだと思います。ここは秋田県内では二か所しか選定されていない（もう一つは秋田市の広小路）、日本の道百選にも選定されている由緒ある通りです。車でも通り抜けることが可能ですが、やはり何はともあれ、角館にいらした以上は、実際に歩いて、立派な木々に覆われた武家屋敷群の荘厳な雰囲気を体感されてみることをお勧め致します。,2016-03-01 
広い敷地,角館　田町武家屋敷通りにあるとても大きな敷地を持つ武家屋敷です。敷地内には母屋の他蔵が５つもあり、それぞれの蔵では物産、レストラン、展示室等になっており、母屋は甘味処になっています。ちょっと商売っ気が全面に出ているのは否めないです。,2014-04-01 
惜しまれつつ閉館した名湯です。,残念ながら2014年8月31日に閉館された日景温泉。忘れない為に投稿しました。源泉掛け流しの素晴らしいお湯でした。１９歳になった茶々丸もお疲れ様でした。閉館されてもなんとかお湯には入れるようになって欲しいですね。※お風呂訪問時撮影可でした。[追伸]各地旅行記やクチコミで、写真撮影禁止場所なのに平気で撮影されて投稿されている方が多いです。※特に温泉。これは絶対に止めましょう。また見つけた方は通報して撲滅しましょう。,2014-08-01 
サウナが最高です！,"６階にスポーツジム＆サウナがあります。チェックインの時に割引券をもらったので、通常1,512円のところを500円で入れました。サウナ、水風呂、お湯風呂はもちろんのこと、リラクゼーションルームもありました。他のお客さんが２人しかいなかったのでゆったりと使えて最高でした。次回はスポーツジムを使ってみようと思います。トレーニングウェア、シューズのレンタルはないので持参する必要があります。",2016-03-01 
紅葉が綺麗な風情のある町並み,角館は、初代秋田藩主・佐竹義宣の弟、芦名義勝が築いた城下町です。今も当時の町割りが残り、武家屋敷が数多く現存しています。内町武家屋敷通りには大きなお屋敷が多く、武家屋敷の黒塀に紅葉がよく映えていました。,2015-11-01 
五能線の車窓を満喫,リゾートしらかみ号は五能線活性化を目的に導入されたリゾート列車で、基本的にはほぼ毎日運転しています。約８０ｋｍに渡り海岸線を走行するため日本海と白神山地を一望できる列車です。列車は３本運行しているので、途中で観光を楽しんだ後で移動することも出来ますし、宿泊観光することも出来ます。,2015-05-01 
なまはげ、びっくりします。,昭和男鹿インターから片道、１時間弱でした。古い家屋に入り、本当のなまはげが訪問して、家人とのやりとりを実際に行うというのがみれます。見物する人たちは、となりの間でよこで見ますが、びっくりします。迫力があり、こわくなります。扉をあける音でビビります。なまはげはそこの地域によってちがうみたいでここの真山のスタイルです。,2012-07-01 
クチコミ通りのとても快適なホテル!　部屋もお風呂も満足だったので、是非また泊まりたい!,当初は別のビジネスホテル(秋田駅からもう少し近かった)に宿泊予定でしたが、こちらのクチコミを信じてこのホテルに決めて大正解!　今回の4泊の旅行全体というか、今までに宿泊した国内旅行でのビジネスホテルの中でナンバー1だったかも!というくらいにお気に入りになったホテルでした。まず、建物がまだ新しいので、全てがキレイなのが嬉しい!　人気の宿なのでフロントは混み合っていましたが、係の方の接客はとっても丁寧でした。部屋はビジネスホテルのシングルルームにしてはまぁまぁ広い方ではないかと思います。　温泉(大浴場)に入ったので、部屋のシャワーブースは使いませんでしたが、きちんと清掃されていました。　ロビーを含め、館内はスリッパ+甚平みたいな部屋着で歩けるのも嬉しいです。大浴場もとっても広くてキレイで満足でした。ドーミーインで共通のサービスのようですが、夜は夜鳴きそば(ラーメン)のサービスがあります。　特別夕食の予定がナイのなら、この夜鳴きそばだけでも結構満足?!って感じでした。色々な場所にこのホテルチェーンはあるようなので、また宿泊したいです!,2013-09-01 
リゾートしらかみ,秋田から、リゾートしらかみに乗りました。　　全席指定ですが、普通の特急指定席券のような高い金額ではないし、不通の列車に比べて窓が大きいので、外の日本海や風景が良く見えました。　　以前は、「蜃気楼ダイヤ」があったようですが、現在は異なっていました。　　途中から、生の津軽三味線のライヴも列車の中で行われたので良かったです。,2015-05-01 
絶景の冬の展望所へ,十和田湖冬物語に行ってきました。現地B級グルメの十和田バラ焼きを食べたり、アイスバー、スノーシューが楽しめます。毎晩花火も打ちあがっています。水面からの標高差400ｍの展望所への雪上車ツアーではカモシカとウサギを見ることができ感動でした。,2015-02-01 
半日あれば十分な規模,もう少し見どころがあるのかと思いましたが、全体の規模はそこそこで半日あれば十分見て回れます。さくらまつりの日は武家屋敷の庭先でクラシックの演奏もあり、ゆっくりと散策を楽しむことができます。駐車場はマイカーと観光バスが正反対の場所にある為、渋滞が緩和されているようです。,2014-04-01 
スタッフが親切でした。,初めての宿泊でしたが迷わずに到着しました。周辺環境は静かでホテル内はきれいで、スタッフの対応も丁寧でした。ホテル自体は少々古いようで客室もメンテナンスが必要な部分があって、大浴場から離れているのでホテル内の移動に不便さを感じました。大浴場は雰囲気が良くて満足できて、食事も秋田の食材を使った郷土料理で美味しかったです。,2011-01-01 
１年ぶりに訪れてみた。,１年ぶりに由利高原鉄道に乗りにきたので、昼食は駅前の多賀部食堂で食べる。食べた物も１年前と同じ「肉そば」４５０円。変わらない味だ。鶏の出汁だよく効いたスープ。肉そばというと豚肉だと思うが、鶏肉が入っている。その鶏肉は地鶏らしく固くて味がよい。,2013-07-01 
秋田駒ヶ岳登山に便利な乳頭温泉鶴の湯,日本秘湯を守る会の宿　乳頭温泉　鶴の湯　　　　　　　　　　　　　　　　　　　　「宿泊日」2015年7月28日「所在地」秋田県仙北市田沢湖田沢　「アクセス」マイクロバス使用。公共交通機関は、田沢湖線田沢湖駅下車、乳頭温泉行きバスでアルパこまくさバス停下車、ここより送迎バスに乗る。「コメント」日本秘湯を守る会の宿の一宿。江戸時代元禄のころがこの温泉の始まり。現在の本陣という建屋は当時のままで、佐竹藩主の護衛の藩士が詰めていた所で現在は宿泊棟になっている。白濁の湯で、泉質は塩化物系、効能は湯により多々あり。内風呂（石鹸使用可）以外に白湯、黒湯、鶴の湯（混浴）、中の湯（女性用）、大白の湯（女性用）等の露天風呂を有する（露天風呂は石鹸使用不可）。これら点在している露天風呂巡りをして、おおいに温泉を満喫できた。秋田駒ヶ岳登山には便利な宿で、車でアルバこまくさまで15分で着く（アルバこまくさから八合目登山口まではマイカー規制で入れないが、マイクロバスはシャトルバスの後ろに付いて走れば登山口まで行ける）。,2015-07-01 
新装開店,店内改装して、新しくなりました。メニューも少し変わりました。駐車場も広いので車で行っても、うろうろすることは、ありません。隣はローソンで食後のデザートを買うには、いい場所にあります。大衆価格で、いい味しています。,2017-03-01 
旨い、しかし、雰囲気は悪い,ＡＭ１１：３４に訪れましたが、既に満席でした。店の外で待つのが普通かなと思いきや、皆さん中へ入って、食事中の席のすぐ傍に立って待っています。店の人は忙しそうで、御婆さんが中華そばを配膳しているだけでした。１２：００には食べる事が出来ました。そばはシンプルですが旨いです。細麺で出汁の旨みがすぐにしみ込みます。サービス・雰囲気は良くは有りません。忙し過ぎでした。,2017-05-01 
弘前～青森間の利用が意外と多い,　秋田駅と青森駅を奥羽本線経由で結ぶJR東日本の特急列車で、2015年１月の東北旅行の際に利用しました。　Ｅ751系という４両編成の特急車両が使用され、利用した日の場合、自由席は２両ついていました。１月11日の日曜日に青森県の弘前駅から青森駅までつがる５号の自由席を利用しましたが、自由席の各乗車口に20名程度の列が出来ていて、意外に弘前～青森間の利用が多かったのには驚きました。しかし弘前駅に到着した列車の車内はガラガラだった為、車内は２人掛けの座席が各一人ずつ座る位の混み具合で済みました。,2015-01-01 
金の湯銀の湯,乳白色のお湯ではなく、有馬温泉のように金の湯と銀の湯の温泉です。二つの混浴露天風呂と岩風呂、檜風呂など全部で7つの湯船があります。混浴露天風呂以外は男女入れ替え制になっているので、宿泊すると全ての湯船に入ることができます。貸し切り露天風呂も予約制で利用できました。,2016-05-01 
児童公園風に遊戯施設がいくつか置かれていました,五輪坂アルカディア公園は、西馬音内の市街から3キロくらい離れた丘陵地を整備した公園。それなりに大きな沼に面して、児童公園風に遊戯施設がいくつか置かれていました。この日は雨の日で人の気配はありませんでしたが、荒れた感じはなくて、そこそこ利用者はいるのだと思います。,2014-08-01 
昔ながら民家？の雰囲気を味わい郷土料理を・・「秋田長屋酒場」～秋田～,秋田駅から少し歩いたあまり栄えていないエリアにあるのがここ「秋田長屋酒場」。この店はとにかくお店の雰囲気が昔からある民家みたいで、なんでも古い木材を利用した作りが気持ちいいですね。特に偉い人の気分を味わえる「肘宛（ひじあて）」付き座敷が気分をそそりますね。この雰囲気の中、郷土料理をこれまでかというように満喫できます。そのため、秋田を堪能するには、この店に来て、食べて、飲んで、満喫するのが最高です。秋田に仕事、観光でも来た際には是非、お薦めです。,2013-04-01 
ミニシアターが併設されている駅です,ここは特急も停車しない小さな駅の筈なのですが、駅舎が意外と大きくて驚かされます。どうやらこの建物は、地元のミニシアターとの共同利用となっているようで、純粋な駅舎とは呼べない事情があるのですが、こうした施設は、地元の方だけでなく、もっと多くの旅人にも知れ渡ると、町が活性化するのでは、等と、余計なことも想起してしまいました。,2012-12-01 
角館武家屋敷の中で代表格です,青柳家は角館武家屋敷を代表する家です。薬医門を入ると広い敷地の中に数々の建物があります。写真館には西郷隆盛の写真を始め、多くの有名人の写真があり、興味深いです。初版の『解体新書』、『赤水の日本地図』など多くの貴重品が所蔵されています。入場料は、大人500円です。,2014-09-01 
絶景が続く,男鹿半島に行ったなら西海岸のドライブがお勧めです。日本海の雄大な景色と共に、奇岩・怪岩を含む荒々しい海岸線に見とれます。絶壁やカンカネ洞やゴジラ岩、長い時間をかけた造形美、自然の力の凄さを実感します。車のない方は、中央交通の観光バスが便利です。　,2013-10-01 
田沢湖からきれいに見えます,乳頭温泉郷から田沢湖方面に車で向かう途中にも見えますし、田沢湖からはその姿がとてもきれいに見えます。なかなかの高峰で、シルバーウィークに行きましたが、山の上のほうは紅葉していました。駒ケ岳からも田沢湖が一望でき、車道から田沢湖全景が見えるので、なかなか感動です。,2015-09-01 
ホテル推薦？,近場で角館の名産と比内地鶏が食べれる所と推薦されてホテル裏のこちらへ靴を脱いで段差　席へ案内されて段差、掘りごたつへ座るのにヨッコラショで面倒　地酒、五人百姓そば、サーモンサラダ、比内地鶏のやきとりを注文、酒以外のご当地物はないし、サラダには切れ切れのこまぎれサーモンが少々、一番最悪なのは百姓そばと言う山菜そば、つゆは出汁の香りも風味もなく　醤油薄めたお湯で？レベルの味　何よりショックは期待した比内地鶏関連のメニューが焼き鳥だけ　早々に酒だけ飲み料理は殆ど残して時間とカネを無駄使いしてしまった店を出ました,2012-10-01 
日本一低い山？,日本一低い山という言葉で行ってきました。実は日本一低い山はここ以外に2か所行ったことがあります。1つは徳島の弁天山、もう1つは大阪の天保山。前者は自然の山で後者は築山だそうです。とするとここはなんでしょう。ここ大潟村は干拓でできた村で海抜0メートル以下です。そんなわけでこの大潟富士の山頂は海抜0メートルらしいです。まあ　話のネタに行ってみるのもあり？かな。,2010-08-01 
茅葺の屋根が美しい,角館武家屋敷のメインストリートからは少し外れた、小人通町にあります。茅葺の屋根が美しい、他の武家屋敷と比べて小さめの質素な造りです。山田洋次監督、真田広之、宮沢りえが出演した“たそがれ清兵衛”のロケ地として使われた武家屋敷として有名です。訪れたときは、イタヤ細工の実演販売をされていました。見学は無料です。,2010-05-01 
とにかく面白い展示が多い駅です,東北の駅には、観光客向けのサービス精神が旺盛な駅が結構ありますが、その中でもこの大館駅は代表的な駅だと思います。駅ホームにハチ公神社やきりたんぽ像（？）、比内鶏の写真パネルなど、とにかく写真に収めたくなるものが目白押しですし、駅から出て、駅前広場を散策してみても、楽しい光景を沢山見つけることができますので、是非色々と探してみて下さい。,2012-10-01 
さすが歴史あるホテル,十和田湖の旅館街からは離れているところにあり、落ち着いた雰囲気です。建物は木造づくりの本館が歴史を感じられる重厚な建物で一見の価値はありです。フロントから落ち着いた雰囲気で大人の時間が流れています。食事もコース料理でおいしかったです。,2015-10-01 
秋田なので　【秋田きりたんぽ屋】,秋田駅西口ロータリ向かいにある秋田料理店です。場所柄出張ビジネスマンもに多く利用されている様。入ると古民家の様な造りの店内と焼いているきりたんぽが見えるので、観光客にもいいのではないでしょうか。メニューは、メイン料理にきりたんぽ鍋を中心に秋田名物を広く取り揃えており、日本酒の種類も豊富です。また店員さんの対応よく、また寄りたくなるお店です。,2017-02-01 
鹿角牛を味わうなら、一口ステーキ！,後生掛温泉へ湯治にいく途中に、野菜やお漬物の買い出しをして、奥にレストランがあるのに気が付きました。偶然知った「鹿角牛」ですが、おいしい！ぜひ「一口ステーキ定食」をお勧めします。付け合せのお野菜もおいしいです。このあと、他でも食事をしましたが、ここが一番よかったです。,2014-08-01 
気軽にぽかぽか温泉,ぽかぽか温泉は気軽に行ける温泉です。早朝の５時半から夜の11時半までやっていて、遅い時間帯でも入浴できるのがいいですね。温泉は、ジェットバスとヒノキ風呂と岩盤浴と乾式サウナがなどもあります。洗い場も多く入浴料は３００円でお手頃です。併設のぽかぽか温泉ホテルもあります。,2013-12-01 
あぐりんなかいち,再開発地域にある商業施設。タニタ食堂もある。その中にJA新あきたの直売所がある。市内県内産中心の新鮮野菜が置いてあり観光客よりは地元の人達が利用していた。加工品は観光客にオススメ。秋田の各JAの特産品を加工したものが揃う。,2017-01-01 
リーズナブルに宿泊できました,秋田旅行の時に、こちらに一泊しましたが、料金相応のホテルだったので満足いたしました。フロントの対応も誠意を感じて気持ち良かった。お部屋のネット回線がとっても便利で、持っていったタブレットで旅の情報収取をするのに活用できました。バスルームも清掃が行き届いていたので不快なことは無かったです。,2014-10-01 
途中に上り坂あり　注意,始めて行った、秋田県のスキー場。雪質は上越のように、水分を多く含む雪です。　ワックスをされる方は、フッ素配合量が多く、低温のワックスがおすすめです。スキー場は、とにかく空いています。　リフト・ゴンドラも待ち時間はありませんでした。ゴンドラで登ると、帰りは上り坂が有り、ロープトゥがかかっていますが、ゴンドラと同じ時間に終了するため、ギリギリにゴンドラに乗ると、ロープトゥを利用できず歩くことになります。樹氷など、見所もあるスキー場です。なお、２０１２年２月現在、docomoとauの携帯は使えません。,2012-02-01 
千秋公園　秋田駅から徒歩１０分,秋田駅から徒歩１０分程の公園です。公園内は春～秋は緑が多いですが、１月に行ったので雪景色でした。普通の靴だと雪にうもってしまします。図書館や美術館や神社もありあす。天守閣がないのは残念ですが、御隅櫓（おすみやぐら）と言う博物館があります。しかし冬季は休館でした。いづれにせよ冬は雪で可也歩きづらいので、春～秋に訪問したほうがよいかと思います。,2011-01-01 
若干くたびれた感のある老舗ホテル,秋田市ではメトロポリタン、キャッスルと並ぶ老舗高級ホテル御三家の一つですが、たまたま前日新しいリッチモンドホテルに泊まっていたため、とにかく古さを感じました。部屋もバスルームもアメニティも昭和の雰囲気です。新しさや快適さが好きな人には向かないかもしれません。,2016-07-01 
混浴＆男子露天風呂は丸見えです。,秋田八幡平最古の湯で開湯は宝永年間だそうです。混浴＆男子露天風呂は道路やパーキングから丸見えです。この解放感・ロケーションはたまりません！混浴露天風呂はヒバで作られた素晴らしい露天風呂。此処は湯浴み着・バスタオル巻き禁止だから女性にはハードル高いかも知れませんね。お風呂上がりの温泉玉子はお薦めです。,2015-05-01 
当時の様子をよく残しています。,角館の町の北半分の武家屋敷通りにあります。領主館があったところに近いのです。上級武士の家柄です。屋敷自体も大きいです。現在も母屋や門、土蔵、塀などが残っています。当時の武家屋敷の様式を見ることができます。ここは有料です。,2014-09-01 
再建予定のようです。,秋田駅から歩いていけます。入り口から坂となっており坂を上ると普通の自然公園になっていました。佐竹史料館がちょんとあり、あとは普通の公園となっておりました。地元の人が安らぐ場所になっていると思いました。,2012-07-01 
日曜日はイベント開催でパブリックスペースが利用し辛い雰囲気のことがあるのでご注意下さい,秋田駅のよりマイナーな側の東口に隣接する商業施設ですが、ここは平時はテーブルと椅子が並んだパブリックスペースになっていて、Wifiも対応しているので、PC使って時間を潰そうとアクセスしましたが、今回は日曜日の訪問ということもあって、中央の吹き抜け部分のこのスペースがイベント会場になっていて、そういう雰囲気ではありませんでした。休日は賑やかなこともありますので、事前にイベントの有無を確認の上アクセスされた方が良いかと思います。尚、ここの２Fにはルミエール秋田と呼ばれる映画館がありますが、7月には映画まつりとして無料で映画が観られる時があるそうです。これが凄い人気のようで、チケットはすぐになくなってしまうとのこと。映画目的の方は早めにチケットをゲットするようにして下さい。,2016-07-01 
田沢湖を眺める部屋,田沢湖ローズパークホテル（旧エルミラドール）は田沢湖の西の湖畔、有名な金色のたつこ像のすぐ横にあるホテルです。私はレンタカーで訪れましたが、田沢湖駅とは湖を挟んで反対側のためかなり離れています。その分ホテルの送迎バスがあるようでした。このホテルの良かったところは部屋の窓から見える田沢湖です。とにかく景色は最高で、食事も値段を考えれば満足ですが、お風呂だけがマイナスです。大浴場がなく部屋のユニットバスのみなので、その点は街中のビジネスホテルに泊まっている気分になります。どうしても大浴場に入りたい人は車で少し離れた温泉施設まで行くことになります。,2010-07-01 
すごく良いお湯、そして湯船もたくさんあり,日帰り湯での利用です。フロントで「湯めぐり帖」を見せると、入口左手のほうへ行くと混浴、右手には男女別のお風呂があると教えていただきました。混浴露天が評判なのは知っていましたが、一人だったので男女別のほうへ。男女別だけでも３か所あり、完全に貸切状態で十分お湯を楽しめました。ここのお湯はやわらかくてとてもいいです。でもそれぞれ一度服を着なおさないといけないのが、ちょっと大変ですね。,2013-09-01 
ハイ・クラスのホテルでした,市内のホテルではハイ・クラスだと思います。結婚式場、さまざまな会合等催していますので人の出入りは多いですが、宿泊には何ら支障はありませんでした。外食の方にはホテルの左斜め前の「うみひこ」がお勧めです。,2013-02-01 
お風呂が最高！です。,いつも入浴のみで利用しているので宿泊で利用してみました。お風呂は広く、内風呂、露天風呂、サウナと揃っています。しかし、日帰り入浴は朝６時から夜９時までやっているので、お風呂は大変混んでいます。ゆっくり入るには夜９時過ぎがオススメです。部屋はキレイで部屋からは池が見えます。池には噴水があり、夜はライトアップします。料理は夕食は料理の良いプランでしたので大変美味しかったですが、朝はバイキングでちょっと種類が少なく感じました。お風呂は日替わりで男女入れ替えで大変良いので、私としてはオススメの宿です。,2013-10-01 
角武家屋敷の入口にあります,角館武家屋敷の入口にあります。前からあったと思いますが、祝　オープン記念の花輪があったのでリニューアルオープンしたのかもしれません。民芸品や　桜を使ったサブレなどありました。秋田で有名な稲庭うどんもさくら色したピンクのうどんが販売されていました。,2016-04-01 
ビジネスホテルと健康ランドの合体施設！,出張で泊まりました。秋田市内にあるこの施設！！実は、ビジネスホテルのルートイングループの宿です。この施設の面白いところは、ビジネスホテルながら天然温泉を楽しめて、施設内にチェーン展開している居酒屋があるところです。通常のビジネスホテルなら、狭いユニットバスで食事は外食か、コンビニなどで調達しなければいけませんが、この施設は違います。全てが揃ってる。このような施設が首都圏に多数あると便利なんですが・・・・。,2012-02-01 
内蔵が見事,角館　下新町にある藤木家（藤木伝四郎商店）は嘉永四年創業の樺細工の製造販売の老舗です。店内には茶筒を始め色々な樺細工商品があります。この店の奥には大規模な内蔵があり商品陳列に使われています。重厚な黒塗りの扉には桜模様がありとても見事です。店外からは見られないので、是非入店して見学させてもらってください。,2014-04-01 
めっちゃくちゃおいしかったです☆,「秋田でラーメン食べるならここがおススメだよ」ということで行ってみました。看板メニューの伊勢えびスープのつけ麺を注文。石鍋にはいったぐつぐつ煮えたぎっているスープが登場。スープを一口すすると濃厚な伊勢えびの出汁がきいたスープに思わず大きな声で「んまっ！！」っと絶叫するくらいでした。麺も太麺でうまくスープに絡みます。〆はどんぶりをスープにいれ雑炊にしていただきます。おススメです。,2016-05-01 
秋田市の居酒屋,　秋田市にある割烹・小料理・居酒屋。　手形陸橋の近くにある。　秋田駅からそう離れてはいないが、住宅街っぽい地区にあるので、隠れ家的な存在になっている。探していれば直ぐ見付かるが、あえて探していなければ気付かず通り過ごしてしまうだろう。　秋田の郷土料理「かやき」を提供する。　店は内外共に居酒屋っぽい雰囲気。とにかく和風。　家庭的な雰囲気で、店員と客との会話が弾んでいた。　座敷席もある。,2012-06-01 
ムカッ,店内に入ると、おばさん定員「いらっしゃいませ(愛想は良い)」店主「……。(目が合っても無視)」おばさん定員は食べ終わったお客さんの食器の片付けや、配膳をせっせとしている。店内は全てカウンター席で、背中合わせの２列で、トータル10席程しか無い。５分程待ち、席に座りました。おばさん定員は１３時までのバイトのようで、帰ったようだ。食べ終わり帰ろうとすると、一人残った店主が、「お客さん、コンコン(棚を指で叩く音)」カウンターの上、しかも結構高さのある棚に食べ終わった食器を置いて帰れというのだ。すみませんもお願いしますの一言も無く。バイトのおばさん定員がやってた仕事を、おばさん定員が帰ったからといって客にそれをやらせる。しかも、昼の営業時間が終わりの時間で、客がもう来ないのに、だ。食べに来てくれた事、食器を棚に上げてくれた事に対してありがとうございましたの一言も無い。どんな環境で育って、生きて来たのかは知らないが、逆に店主をかわいそうに思えた。合掌,2015-05-01 
宴会場付の道の駅,ＪＲ羽後岩屋駅併設の道の駅です。結構大きめの温泉施設があります。結婚式場のような扉があったので「何だ？」と思ったら、宴会場だそうです。地元の方の法事なども行うようでした。どちらかと言えば、地元の方向けの施設のように感じました。お土産の品数も多くありません。,2013-06-01 
混浴だって大丈夫,一番人気の本陣のお部屋は５部屋しかありません。予約は半年前の月の初日の朝７時から電話で先着順です。10月の３連休に宿泊したかったのですが、１時間近く受話器を握りしめていましたが繋がりません。やっとの思いで取れたのは10月５日。紅葉は未だ全く始まっていませんでした。（八幡平アスピーテラインの紅葉は盛りの少し前ですが天気も味方して良かったです）夕飯はランプの灯りの下で囲炉裏にイワナの塩焼きをかざし、名物の山の芋鍋を堪能しました。部屋は鍵も掛からず、隣の部屋の寝息が聞こえるような状況でしたが、それも「鶴の湯温泉本陣」ならではの風情だと思います。女性用のお風呂は男性用のより多く、内風呂露天風呂大小合わせて全部で８カ所有ります。但し、シャワーの有る宿泊者専用の内風呂は新本陣１階に１か所、２階に1か所しかありません。しかも、カランは計３個。シャンプーをするなら、人の入っていない時間を見計らって早めに済ませておきましょう。ドライヤーは事務所で申し出順に貸し出してくれます。有名な混浴の露天風呂も、脱衣所から湯船に向かうと降り口に大きな石が配されていて、その石の陰でタオルを外して白濁の湯に浸かってしまえば何の抵抗も無く混浴風呂を楽しめます。女性の皆さん安心して下さい。あと、絶対お勧めなのが、東本陣の部屋に繋がる廊下の手前にある湯の川を臨む小さな露天風呂です。特に貸切風呂という訳ではないのですが、廊下にスリッパを２足脱いで置いて、枝折戸を閉めて入浴していれば、渓流沿いの貸切混浴露天風呂になります。（ぬるめなので長く入っていられます）この事は、特に宿からの説明も無いし、宿の案内にも記載されていないのですが、絶対穴場のスポットです。是非、トライしてみて下さい。,2013-10-01 
朝食バイキングがとてもおいしい！,このホテルの魅力は何と言っても朝食バイキングの美味しさだと思います。質の良い朝食で、ついつい食べ過ぎてしまいそうになるほどです。また、お部屋もデザインが良くきれいでとても満足でした。機会があったらまた宿泊したいです。,2014-10-01 
大曲花火ならではの昼花火！,日本三大花火大会として大人気の大曲花火大会！夜の花火の素晴らしさはもちろんですが、ここならではといえば、昼花火！光の代わりに色煙を駆使して青空に彩りを与えるもの！夕方１７時半頃のスタートと夜花火の開始の１時間以上前に始まりますが、大曲花火に行かれた際には、昼花火もとてもお奨めです。,2013-08-01 
